,name
Инженер по пожарной безопасности / профилактике,1
"Ночной Контролер торгового зала (Варшавская ул.,6/1)",1
"Охранник в магазин ""Перекрёсток""",1
"Специалист по охране труда, противопожарной профилактике ГО и ЧС",1
Специалист по пожарной безопасности и экологии,1
Охранник в мебельный магазин,1
Контролер торгового зала (охранник) в ТЦ Три мартышки,1
Командир отделения в г. Петушки,1
"Заместитель начальника пожарно-спасательной части, место работы в г. Петушки",1
Специалист по работе с ранней просроченной задолженностью,1
Главный эксперт Службы региональной безопасности,1
Инспектор режима / Охранник,1
Инженер-экологполевик,1
Администратор SIEM\SOAR,1
Ведущий специалист по охране труда (строительство),1
Полицейский (боец) в ОМОН,1
Эксперт в области охраны труда и техники безопасности,1
Полицейский отделения (комендантского) по охране объектов ОМВД России по Волосовскому району,1
Помощник дежурного группы режима спецчасти ИВС ОМВД России по Волосовскому району Ленинградской обл.,1
Полицейский-водитель отделения (комендантского) ОМВД России по Волосовскому району,1
Водитель-сотрудник группы тылового обеспечения тыла ОМВД России по Волосовскому району,1
Инспектор (дорожно-патрульной службы) отделения ДПС ГИБДД ОМВД России по Волосовскому району ЛО,1
Следователь следственного отдела ОМВД России по Волосовскому району ЛО,1
Ведущий специалист по физической безопасности,1
Ведущий специалист по охране труда и производственному контролю (Сахалинская область),1
Специалист по охране труда (2 часа 1 раз в неделю),1
"Начальник группы промышленной безопасности, охраны труда и экологии",1
Контролер (охранник) на КПП,1
Полицейский спецприемника УМВД России по городу Омску,1
Мойщик воздушного судна,1
Инспектор внутреннего контроля и безопасности,1
Инженер по радиационной безопасности в отдел охраны труда и промышленной безопасности,1
Менеджер отдела охраны труда и промышленной безопасности,1
Охранник 4.5.6 разрядов,1
"Менеджер службы контроля/охрана (пр. Дружбы народов, 50)",1
Специалист 1 категории отдела досудебного взыскания задолженности с юридических лиц,1
Специалист дирекции по безопасности и режиму,1
Оператор диспетчерской службы,1
Оператор видеонаблюдения гипермаркета (ночь),1
"Охранник (микрорайон Новокольцовский, территория Деревня Универсиады)",1
Контролер торгового зала (ТЦ Солнечный),1
"Оператор бассейна в Оздоровительно-образовательный центр ""ИЛОНА""",1
Полицейский (водитель) роты отдельного батальона полиции,1
Директор по защите ресурсов,1
Руководитель службы безопасности ТЦ,1
Специалист службы внутреннего контроля быстрого реагирования,1
Специалист ГО ЧС территориального центра мониторинга и прогнозирования чрезвычайных ситуаций,1
Охранник в больницу,1
Специалист по взысканию задолженности (Управление по работе с проблемными активами),1
Начальник сектора досудебного взыскания задолженности,1
Специалист гражданской обороны,1
Специалист службы внутреннего контроля /комплаенс,1
Специалист по оперативной работе,1
Оператор видеонаблюдения в ЧОП,1
"Специалист по безопасности (Железнодорожный, Кировский, Ворошиловский, Пролетарский р-ны)",1
Инструктор (отдела ГО и ЧС),1
Охранник в ТЦ Европолюс,1
Водитель-курьер,1
Мастер транспортного контроля по металлопрокату / контролер груза,1
"Матрос-спасатель (г. Щёлкино, Крым)",1
Охранник в Михайловский театр,1
Сотрудник по экономической безопасности - охранник (г. Сестрорецк),1
Охранник 4/6 разряда,1
Ведущий инженер по охране труда и надзору за металлургическими объектами,1
Специалист по взысканию задолженности ПРЕДСОФТ (г. Краснодар),1
Охранник-сканировщик,1
Заместитель генерального директора по экономической безопасности Липецкая область,1
Администратор-охранник (ТРЦ Галерея),1
"Младший инспектор отдела безопасности, отдела охраны",1
Ведущий инженер в службу охраны труда,1
"Заместитель генерального директора по экономической безопасности Липецкая область, с. Новочеркутино",1
Помощник машиниста тепловоза Симферопольское локомотивное депо,1
Эксперт по финансовому урегулированию (взыскание),1
Директор ЧОО «Форт и С»,1
Охранник в загородный дом ( сутки ),1
Контролер в службу безопасности на склад,1
Техник систем пожаротушения (DAM),1
Полицейский (2-й Специальный полк полиции ГУ МВД России по г. Москве),1
Специалист производственного контроля,1
Старший специалист сектора по сопровождению и контролю закупочной деятельности СЭБ,1
Инструктор по противопожарной профилактике,1
Специалист Службы охраны труда,1
Дежурный администратор (Ошарская),1
Полицейский/полицейский водитель 2-й Специальный полк полиции,1
Полицейский роты Нижегородского Кремля,1
Полицейский 2-й Специальный полк полиции ГУ МВД России по г. Москве,1
Сотрудник полиции ГУМВД России по г. Москве,1
"Эколог ( ООО ""Мясоптицекомбинат ""Каневской"" )",1
Полицейский 2-го Специального полка полиции,1
Супервайзер по ПЭБ и ОТ (Ямальский участок),1
Полицейский 2 СПП ГУ МВД России ПО г. Москве,1
Полицейский 2-й Специальный полк полиции,1
Сотрудник полиции 2СПП по г. Москве,1
Специалист по охране труда (п.Чаадаевка),1
Полицейский полка полиции ГУ МВД России по г. Москве,1
Полицейский во 2-й Специальный полк полиции ГУ МВД России по г. Москве,1
Главный специалист-проектировщик (экология),1
Контролер сопровождения и приемочных окон,1
Руководитель группы охраны труда,1
Инспектор РЦ,1
Младший инспектор отдела безопасности/отдела охраны,1
Сотрудник охраны/охранник,1
Специалист досудебного взыскания по работе с дебиторской задолженностью,1
"Прораб/технический специалист (установка видеонаблюдения, СКУД, видеодомофонии)",1
Ведущий специалист отдела охраны окружающей среды,1
Эколог (Инженер по охране окружающей среды),1
Старший инспектор Управления изъятия имущества,1
Начальник центра компетенций по защите периметра сети,1
Следователь УМВД России по Выборгскому району Санкт-Петербурга,1
Директор ЧОП,1
Инженер по охране труда и технике безопасности на объектах строительства,1
"Ведущий специалист по охране труда и промышленной безопасности, г. Тверь",1
Полицейский роты (комендантской) по охране объектов ОВД,1
Начальник охраны труда и промышленной безопасности,1
Контролер-охранник на автопарковку,1
Контролер торгового зала (г. Салават),1
Главный специалист по безопасности,1
Специалист ПБОТОС,1
Специалист по работе с заемщиками,1
Начальник охраны складского терминала,1
Начальник отдела по охране труда и технике безопасности,1
Охранник (контролер),1
Сотрудник службы внутреннего контроля в ТРЦ,1
Старший специалист координации взыскания просроченной задолженности,1
Специалист по охране труда (Occupational health and safety specialist),1
Младший инспектор службы и Полицейский Центра специального назначения ВО Росгвардии,1
Заместитель начальника службы пожарной безопасности,1
Охранник-водитель в ГБР,1
Следователь ОМВД России по Ломоносовскому району ЛО,1
Охранник (бизнес-центр),1
Контролер отдела охраны,1
Инспектор 3 роты ОБ ДПС ГИБДД УВД по ВАО ГУ МВД РФ г. Москва,1
Заместитель директора безопасности,1
"Охранник (ул. Аустрина, 168 т)",1
Заместитель начальника службы охраны,1
Специалист по охране труда и противопожарной профилактике,1
Инженер (эколог),1
Инспектор службы контроля,1
Начальник смены охраны,1
Контролер СБ (Старший смены),1
Специалист по ГО и ЧС/ Инженер по охране труда и технике безопасности,1
"Ведущий инженер группы промышленной безопасности, охраны труда и экологии",1
"Специалист по охране труда, гражданской обороне и чрезвычайным ситуациям",1
Сотрудник службы безопасности - юрист,1
Механик ППР,1
Ведущий специалист выездного взыскания (5-й Армии),1
Охранник (ТРЦ Пушкино парк),1
Инженер-эколог (Ихтиолог),1
Главный эксперт по экологической и социальной ответственности,1
Специалист по пожарной безопасности (п. Шатурторф Московская обл.),1
Охранник-оператор контроля систем видеонаблюдения и ТСО,1
Контролёр службы режима,1
Администратор (охранник) в супермаркет,1
Диспетчер пульта управления пульта охраны (ДПУ ПЦО),1
Старший инженер пульта охраны (ПЦО УВО по ЦАО),1
Ведущий специалист отдела безопасности филиала,1
Специалист по проверке заемщиков/специалист службы безопасности,1
Инженер ПЦО (пульта централизованной охраны),1
Помощник машиниста тепловоза/электровоза (бесплатное обучение) Люблино,1
Старший специалист-эколог,1
Менеджер по обзвону клиентов финансовой организации,1
Охранник в загородный дом,1
Начальник отделения экономической безопасности и противодействия коррупции,1
Инструктор-кинолог / инспектор отдела охраны,1
Младший инспектор отдела охраны ФКУ ИК-2 УФСИН России по Вологодской области,1
Полицейский (Осинники),1
"Инженер ОТ, ПБ и ООС",1
Старший инспектор / Руководитель группы СК,1
Вахтер/Дежурная/Дежурный КПП,1
Парковщик группы парковки аэровокзального комплекса службы сервиса,1
Заместитель начальника пожарной части,1
Руководитель службы по ОТ и ПБ,1
Водитель - охранник ГБР (сутки),1
Инспектор ГИБДД ОМВД,1
Специалист по сбору задолженности,1
Эксперт отдела по предотвращению внештатных ситуаций,1
Младший инспектор отделения безопасности и охраны,1
Заместитель начальника Службы администраторов,1
Специалист службы безопасности (г. Асбест),1
"Охранник (""Сибирский государственный университет водного транспорта"") с 08:00 до 20:00",1
Менеджер по раннему взысканию,1
Охранник (Левый берег),1
Охранник (летний пляж),1
Инженер аварийно-профилактической группы,1
Охранник (ТРЦ Планета),1
Сотрудник ГБР (охранник - водитель),1
Главный специалист (по фонтанной безопасности),1
Начинающий специалист/помощник руководителя,1
Судебный пристав-исполнитель УФССП по РТ,1
Специалист по предотвращению потерь (по экономической безопасности),1
"Инженер по охране труда, пожарной безопасности, ГО и ЧС",1
Инженер по ОТ и ПБ (г. Нерюнгри),1
Специалист по охране труда (Первомайский район),1
Специалист отдела промышленной безопасности и охраны труда,1
Оперуполномоченный оперативного отдела,1
Региональный менеджер судебного и исполнительного производства,1
"Специалист по охране труда, пожарной, промышленной безопасности и гражданской обороне",1
Специалист по пожарной безопасности и ГО ЧС (Домодедово),1
Полицейский (водитель) группы (комендантской) по охране объектов ОВД,1
Главный специалист по экологии,1
Специалист службы ПБ и ОТ (полевой),1
"Ведущий специалист по охране труда (Электродепо Новогиреево, Варшавское)",1
"Начальник службы гражданской обороны и чрезвычайных ситуаций, охраны труда",1
Специалист по учету рабочего времени,1
Ночной сторож-охранник,1
Дежурный стрелочного поста,1
Специалист по охране труда 1 категории Отдел охраны труда и промышленной безопасности ЧНГПУ,1
Инженер ОТ ПБ и ООС,1
Специалист охраны труда и промышленной безопасности 1 категории,1
"Начальник отдела по экологическому контролю, охране труда и промышленной безопасности",1
Охранник (сопровождение инкассации),1
"Специалист по охране труда, пожарной безопасности, охране окружающей среды и БДД",1
Специалист отдела контроля (охранник),1
Ведущий специалист отдела по вопросам общественной безопасности,1
Контролер торгового зала (ТЦ Капитолий Марьина Роща),1
Контролер-охранник (Стартовая 14Б),1
Контролер торгового зала (ТЦ Триумф),1
Ритуальный агент (специалист по организации похорон),1
Ночной оператор видеонаблюдения,1
Специалист в управление промышленной экологии (стажер),1
Инженер группы связи и защиты ИТ и информации УМВД России по Гатчинскому району ЛО,1
Охранник/Контролер КПП (пр. Шолохова),1
Контролер-охранник (ул. Островского),1
Руководитель группы экологии,1
Ведущий / Главный специалист отдела рисков Управления внутреннего контроля,1
Инженер по радиационной безопасности,1
Инженер-программист (по технической защите информации),1
Инспектор по делам несовершеннолетних ОМВД России по Тихвинскому району Ленинградской области,1
Специалист службы безопасности Гипермаркета Ашан Боровая,1
Специалист по ОТ,1
Младший судебный пристав по обеспечению установленного порядка деятельности судов (ОУПДС),1
Специалист службы безопасности Гипермаркета Ашан Северный,1
Оперуполномоченный отдела уголовного розыска ОМВД России по Тихвинскому району ЛО,1
Дознаватель/Следователь,1
Инженер-проектировщик пожарной безопасности,1
Специалист службы безопасности Гипермаркета Ашан Космонавт,1
Контролёр внутренней сторожевой службы,1
Начальник службы охраны труда и производственного контроля (Анжеро-Судженск),1
Охранник на базу отдыха,1
Охранник (стрелок военизированной охраны),1
Главный специалист отдела по работе с проблемными активами,1
Оператор пульта централизованной охраны,1
Специалист службы наблюдения и контроля (охранник),1
Ведущий специалист по безопасности и режиму (Транспортная безопасность объектов ТЭК),1
Полицейский (полицейский-водитель),1
Начальник управления безопасности,1
Охранник в магазин одежды ТЦ Галерея,1
Начальник охраны (с. Багдарин),1
Заместитель начальника отдела охраны труда и окружающей среды,1
Ведущий инженер отдела охраны труда и окружающей среды,1
Специалист по противопожарному оборудованию в гостиницу,1
Контролер торгового зала (г. Черемхово),1
Менеджер по противопожарной безопасности (Менеджер обеспечения безопасности объекта),1
Инженер по противопожарной безопасности и гражданской обороне,1
Старший налоговый инспектор отдела урегулирования задолженности,1
Руководитель охраны труда и промышленной безопасности,1
Контроллер торгового зала,1
Охранник в образовательный комплекс,1
Специалист отдела внутренней безопасности,1
Охранник/сторож на строящийся объект,1
Эксперт по СОУТ (проведению специальной оценки условий труда),1
Охранник (юго-западный район Москвы),1
Специалист по охране труда и технике безопасности (Мурманская область),1
Начальник бюро охраны труда,1
Инженер по техническому надзору за безопасной эксплуатацией грузоподъемных машин,1
"Специалист по охране труда на 0,5 ставки",1
Старший смены в ТЦ (охрана),1
Контролер торгового зала (ТЦ Вива Лэнд),1
"Оперативный дежурный дежурной части ОМВД по Пушкинскому р-ну, г. Санкт-Петербург",1
Охранник в ТЦ РИО Дмитровка,1
Ведущий Эколог/Эксперт Эколог,1
Руководитель отдела проверок АМТС (инспектор/эксперт по осмотру АМТС),1
Полицейский (г. Москва) ЮВАО Полк Полиции,1
"Ведущий специалист по промышленной безопасности, экологической безопасности и охране труда",1
"Помощник оперативного дежурного дежурной части ОМВД России по Пушкинскому р-ну, г. Санкт-Петербург",1
Полицейский по городу Москве (Полк Полиции),1
Специалист по охране труда и производственному контролю,1
Специалист службы безопасности (Гипермаркет Ашан Капитолий),1
Руководитель отдела безопасности ТЦ (Казань),1
Стрелок ВОХР по охране Конаковской ГЭС,1
Директор ЧОО,1
Руководитель отдела охраны,1
Сотрудник службы экономической безопасности,1
Контролёр (Люберцы),1
Специалист по охране труда 2 категории (с. Богучаны),1
Диспетчер,1
Начальник внешней охраны,1
Контролер - охраник бюро пропусков,1
"Сторож детского оздоровительного лагеря ""Луч""",1
Матрос спасатель,1
Охранник на ферму,1
Инспектор по контролю перемещения в отдел экономической безопасности,1
Охранник в офис УК,1
Контролер в отряд охраны,1
Контролер-охранник торгового зала (ул.Большая),1
Охранник ведомственной охраны (г. Дзержинск),1
Охранник ведомственной охраны (г.Муром),1
Охранник ведомственной охраны (г.Чебоксары),1
Заместитель начальника отделения почтовой связи,1
Дежурный по торговому залу ГПМ ПЛАНЕТА,1
Специалист в отдел охраны труда,1
Контролер-охранник торгового зала (1-ый Микрорайон),1
Охранник в ТЦ Обними,1
Полицейский (боец) ОМОН Росгвардии,1
Инспектор по досмотру/ Подразделения транспортной (авиационной) безопасности,1
Ведущий специалист группы почтовой и экономической безопасности,1
"Контролёр ТСО, по охране ГЭС в г. Рыбинск Ярославской области",1
Инспектор / Отдел охраны и досмотра воздушных судов / ПТБ - САБ,1
Ведущий специалист выездного сбора (Досудебный сбор),1
Контролер-охранник КПП на производство (ул. Камская),1
Начальник охраны группы объектов/Инспектор,1
Ведущий специалист Отдела охраны,1
Охранник-водитель ГБР в Мельниково,1
"Охрана ночной (пр.Мира, 26/10)",1
Сотрудник ВНГ  (Москва),1
Специалист по экономической безопасности (кадровый резерв),1
Аналитик по экономическому контролю,1
Охранник на складской комплекс/КПП,1
Инспектор (младший) отдела охраны и безопасности,1
Инспектор (младший) отдела безопасности и охраны,1
Инженер по обслуживанию АПС и систем безопасности,1
Оперативный дежурный группы сбора и обработки информации по ГО и ЧС,1
"Охранник в ""Эльдорадо""",1
Оператор видеонаблюдения (в Новосибирске),1
Дознаватель полиции,1
"Руководитель отдела охраны труда, промбезопасности и ООС",1
Охранник - контролер на объекты Почта России (Почтамт пгт. Анна),1
Инженер по охране труда и пожарной безопасности (производство),1
Полицейский водитель ВНГ,1
Специалист по охране окружающей среды и охране труда,1
Специалист по охране труда и промбезопасности,1
Специалист по охране труда (м. Юго-Западная),1
"Контролер торгового зала (Зеленогорск, Приморское ш.,516А)",1
"Контролер торгового зала,в ночь (Бонч-Бруевича ул.,2/3)",1
Инженер по ГО и ЧС и пожарной безопасности,1
Руководитель службы охраны труда и промышленной безопасности,1
Специалист по защите информационных активов,1
Сотрудник (полиции),1
Охранник коттеджа,1
Специалист по охране труда и социальной работе,1
Старший инструктор противопожарной профилактики,1
Спасатель в бассейн,1
Контролер службы пропускного режима,1
Инспектор службы безопасности в Отель,1
Контролер видеонаблюдения,1
Охранник в Озон на КПП,1
Полицейский (водитель) ППСП ОМВД России по Приозерскому району Ленинградской области,1
Охранник в ювелирный,1
Главный/ведущий специалист Службы информационной безопасности,1
"Ведущий специалист по пожарной безопасности, охране труда и окружающей среды",1
Инженер по промышленной безопасности (производство),1
"Главный специалист-проектировщик (ПБ, ГОиЧС)",1
Охранники в Краснодар и на хут.Ленина,1
Начальник сектора по охране труда,1
"Начальник охраны РЖД, г. Пермь (Левшино)",1
"Специалист по охране труда и технике безопасности, экологической безопасности",1
Ведущий эколог отдела экологических изысканий,1
Специалист по взысканию задолженности (офис),1
Специалист по работе с исполнительными листами,1
Медицинский юрист / врач-методист,1
Помощник оперативного дежурного дежурной части ОМВД России по Приозерскому району ЛО,1
Участковый уполномоченный полиции ОМВД России по Приозерскому району ЛО,1
Полицейский Водитель ВНГ,1
Полицейский ППСП ОМВД России по Приозерскому району ЛО,1
Следователь ОМВД России по Приозерскому району ЛО,1
Инспектор ГИБДД ОМВД России по Приозерскому району ЛО,1
Оперуполномоченный уголовного розыска ОМВД России по Приозерскому району ЛО,1
Дежурный по залу (охрана),1
Специалист по охране труда 1 категории (энергетика),1
Инженер 1 категории (по аварийно-спасательному инструменту),1
Ведущий инженер производственного контроля,1
Старший инструктор по вождению пожарной машины (Сотрудник федеральной противопожарной службы),1
Специалист по охране труда и промышленной безопасности (горно-транспортное предприятие),1
Полицейский (МВД России),1
"Преподаватель: охрана труда, промышленная безопасность, ПТМ, электробезопасность, первая помощь",1
"Охранник в бизнес-центр ""Актив"" (Опалихинская 27а)",1
Начинающий специалист экономической безопасности,1
"Супервайзер по охране труда, промышленной безопасности, экологии и качеству",1
"Ведущий инженер (специалист по охране труда, Бюро охраны труда, пожарной безопасности и экологии)",1
Охранник-администратор (м. Южная),1
Инспектор по охране труда и технике безопасности,1
Полицейский ОБППСП УМВД России по г. Твери,1
Следователь следственного управления УМВД России по г. Твери,1
Охранник на ресепшен офиса,1
Полицейский-водитель ОБППСП УМВД России по г. Твери,1
Дознаватель УМВД России по г. Твери,1
Генеральный директор Охранной организации,1
Оперуполномоченный отдела экономической безопасности и противодействия коррупции УМВД по г. Твери,1
Полицейский отдельного батальона патрульно-постовой службы полиции УМВД России по г.Твери,1
Участковый уполномоченный полиции УМВД России по г. Твери,1
Инженер по охране труда частичная занятость,1
"Менеджер по ОТ,ПБ,БДД и ООС",1
Заместитель Генерального директора ЧОО,1
"Специалист/Инженер по ОТ, ТБ, экологической и пожарной безопасности.",1
Начальник отделения охраны труда,1
Специалист по предотвращению потерь (ТЦ Кунцево Плаза),1
Охранник-администратор (м. Коломенская),1
"Инженер по охране труда, пожарной безопасности и охране окружающей среды",1
Старший пожарный,1
Главный специалист по работе с проблемными активами (дистанционная работа),1
"Участковый уполномоченный полиции МО МВД России ""Западнодвинский""",1
Контролер ГБР,1
Инспектор по контролю перемещения в службу безопасности,1
"Специалист по охране труда, ГО, ЧС и экологии",1
"Участковый уполномоченный полиции МВД России ""Бежецкий""",1
"Оперуполномоченный ОУР МО МВД России ""Бежецкий""",1
"Сотрудник по предотвращению потерь (Магазин ""Океан"")",1
Специалист по охране окружающей среды 1 категории,1
Ведущий эколог - проектировщик/ инженер -проектировщик,1
"Ведущий специалист по охране труда, промышленной безопасности и охране окружающей среды",1
Специалист выездного взыскания задолженности (инспектор),1
Оперуполномоченный уголовного розыска УМВД России по городу Твери,1
Полицейский отдельного батальона охраны и конвоирования УМВД России по г.Твери,1
Сторож-разнорабочий,1
Специалист в области недропользования,1
"Полицейский ОиК ИВС МО МВД России ""Ржевский""",1
Системный администратор,1
"Полицейский ОППСП МО МВД России ""Ржевский""",1
"Полицейский ОиК ИВС МО МВД России ""Кимрский""",1
Руководитель отдела контроля качества,1
"Заместитель директора магазина (ТЦ Город, ш.Энтузиастов)",1
Администратор систем антивирусной защиты,1
Помощник эколога (эколог/инженер-эколог),1
Охранник в отель Four Seasons 5*,1
Специалист отдела охраны труда и промышленной безопасности (стажер),1
"Охранник / Администратор-контролер (Приморский,50)",1
Охранник-администратор в Бизнес-центр,1
"Инженер по охране труда, промышленной безопасности и охране окружающей среды (Когалым)",1
Специалист по претензионно-исковой работе в бытовом секторе,1
Оператор-диспетчер на пульт,1
Контролер КПП/Охранник (стройплощадка),1
Специалист по досудебной работе в бытовом секторе,1
Инженер в Производственно-техническое управление,1
Заместитель директора предприятия по безопасности,1
"Охранник ТРЦ ""ЕвроПарк""",1
"Начальник отдела промышленной, экологической безопасности и охраны труда",1
"Специалист по взысканию задолженности (исполнительное производство, банк)",1
Инспектор охраны бизнес центра,1
Охранник c УЧО,1
"Специалист по предотвращению потерь (ТЦ ""Колумбус"")",1
Заместитель директора филиала по ПБОТОС,1
Оперативный дежурный ЧОП,1
Начальник отдела производственной безопасности (г.Курчатов),1
Специалист по охране труда комплекса электроснабжения наземного транспорта,1
Контролер-охранник в ресторан,1
Тренер по культуре безопасности (специалист по ОТ и ПБ),1
Охранник (4-6 разряд) /Сотрудник гбр,1
Старший специалист по взысканию задолженности (HARD) Удаленно,1
"Работник подразделения транспортной безопасности, г Сургут",1
"Работник подразделения транспортной безопасности, г Тюмень",1
Директор Службы РИО,1
Главный специалист по ПБОТОС,1
"Работник подразделения транспортной безопасности, Шарташ (Кольцово)",1
Работник транспортной безопасности РЖД,1
"Старший смены в ТРЦ ""Стокманн""",1
Сотрудник транспортной безопасности (Охранник),1
Охранник (фейсконтроль),1
"Начальник отдела промышленной, пожарной безопасности и производственного контроля",1
Руководитель направления по развитию и повышению эффективности охраны труда,1
Охранник на объекты,1
Специалист по безопасности дорожного движения на предприятии,1
Сотрудник патрульно-постовой службы полиции,1
Оператор системы видеонаблюдения,1
Контролер/охранник,1
Контролер (охранник) в гипермаркет (ул. Дарвина),1
Специалист-ревизор 1 категории ревизионной группы,1
Технический специалист по обслуживанию систем безопасности,1
"Охранник (г. Кронштадт, г. Петергоф, г. Ломоносов)",1
Менеджер службы физической безопасности,1
Младший инспектор ФКУ СИЗО-2 ГУФСИН России по Нижегородской области,1
Главный специалист Отдела безопасности,1
"Продавец-кассир (г. Петрозаводск ,ул. Зеленая Перевалка р-н д.9, пом 1Н1)",1
Охранник вахта 2100р,1
Ведущий инженер по безопасности дорожного движения,1
Охранник (г. Тихвин),1
Контролер торгового зала (ТРЦ &quot;Центр&quot;),1
Специалист отдела взыскания ИП,1
Сотрудник Охраны в магазины одежды,1
Старший инспектор по системам безопасности,1
Инкассатор АТМ,1
Инженер-слаботочник,1
Ведущий специалист по охране труда и промышленной безопасности и охране окружающей среды,1
Охранник супермаркета (м Марьино),1
"Охранник супермаркета, м. Бабушкинская",1
Контролер отдела административного контроля (служба безопасности),1
Охранник ТЦ Мега (Дыбенко),1
Судебный пристав-исполнитель (Металлургический район),1
"Директор по охране труда, промышленной безопасности и экологии (Энергетика)",1
Руководитель службы безопасности в Липецк,1
Ведущий специалист (руководитель отдела) охраны труда и производственной безопасности,1
Участковый уполномоченный полиции ОМВД России по г. Сосновый Бор ЛО,1
Следователь ОМВД России по г. Сосновый Бор ЛО,1
